iter	Passed	Remaining
1699	5163	911
1700	5165	908
1701	5168	904
1702	5172	902
1703	5175	899
1704	5179	896
1705	5183	893
1706	5186	890
1707	5189	887
1708	5193	884
1709	5196	881
1710	5200	878
1711	5203	875
1712	5206	872
1713	5210	869
1714	5213	866
1715	5217	863
1716	5221	860
1717	5224	857
1718	5227	854
1719	5231	851
1720	5234	848
1721	5237	845
1722	5240	842
1723	5243	839
1724	5247	836
1725	5251	833
1726	5255	830
1727	5259	827
1728	5262	824
1729	5266	821
1730	5269	818
1731	5272	815
1732	5276	812
1733	5279	809
1734	5283	807
1735	5287	804
1736	5290	801
1737	5293	797
1738	5296	794
1739	5299	791
1740	5302	788
1741	5306	785
1742	5309	782
1743	5312	779
1744	5316	776
1745	5319	773
1746	5322	770
1747	5326	767
1748	5330	764
1749	5334	762
1750	5337	758
1751	5340	755
1752	5343	752
1753	5347	749
1754	5350	746
1755	5353	743
1756	5357	740
1757	5360	737
1758	5363	734
1759	5366	731
1760	5369	728
1761	5372	725
1762	5375	722
1763	5378	719
1764	5382	716
1765	5385	713
1766	5388	710
1767	5391	707
1768	5395	704
1769	5398	701
1770	5402	698
1771	5405	695
1772	5408	692
1773	5411	689
1774	5415	686
1775	5418	683
1776	5421	680
1777	5424	677
1778	5427	674
1779	5430	671
1780	5433	668
1781	5436	665
1782	5439	662
1783	5443	659
1784	5446	655
1785	5449	653
1786	5453	649
1787	5456	646
1788	5459	643
1789	5462	640
1790	5465	637
1791	5468	634
1792	5471	631
1793	5475	628
1794	5478	625
1795	5481	622
1796	5484	619
1797	5487	616
1798	5491	613
1799	5494	610
1800	5498	607
1801	5501	604
1802	5504	601
1803	5507	598
1804	5510	595
1805	5513	592
1806	5516	589
1807	5519	586
1808	5522	583
1809	5525	580
1810	5528	576
1811	5531	573
1812	5535	570
1813	5539	567
1814	5542	564
1815	5545	561
1816	5548	558
1817	5551	555
1818	5555	552
1819	5558	549
1820	5561	546
1821	5564	543
1822	5567	540
1823	5570	537
1824	5573	534
1825	5576	531
1826	5580	528
1827	5583	525
1828	5586	522
1829	5589	519
1830	5592	516
1831	5595	513
1832	5599	510
1833	5602	507
1834	5605	504
1835	5608	501
1836	5612	497
1837	5614	494
1838	5618	491
1839	5621	488
1840	5624	485
1841	5628	482
1842	5631	479
1843	5634	476
1844	5637	473
1845	5641	470
1846	5644	467
1847	5647	464
1848	5651	461
1849	5654	458
1850	5657	455
1851	5660	452
1852	5663	449
1853	5666	446
1854	5669	443
1855	5672	440
1856	5675	437
1857	5678	434
1858	5682	431
1859	5686	427
1860	5688	424
1861	5692	421
1862	5695	418
1863	5699	415
1864	5702	412
1865	5706	409
1866	5709	406
1867	5713	403
1868	5716	400
1869	5719	397
1870	5723	394
1871	5726	391
1872	5730	388
1873	5733	385
1874	5737	382
1875	5740	379
1876	5744	376
1877	5747	373
1878	5751	370
1879	5754	367
1880	5757	364
1881	5761	361
1882	5764	358
1883	5767	355
1884	5770	352
1885	5773	349
1886	5777	345
1887	5780	342
1888	5783	339
1889	5787	336
1890	5790	333
1891	5794	330
1892	5797	327
1893	5801	324
1894	5805	321
1895	5808	318
1896	5812	315
1897	5815	312
1898	5818	309
1899	5822	306
1900	5826	303
1901	5829	300
1902	5832	297
1903	5836	294
1904	5839	291
1905	5842	288
1906	5845	285
1907	5848	282
1908	5852	278
1909	5855	275
1910	5858	272
1911	5861	269
1912	5864	266
1913	5868	263
1914	5871	260
1915	5875	257
1916	5878	254
1917	5881	251
1918	5884	248
1919	5888	245
1920	5891	242
1921	5894	239
1922	5898	236
1923	5901	233
1924	5904	230
1925	5907	226
1926	5911	223
1927	5914	220
1928	5917	217
1929	5920	214
1930	5924	211
1931	5927	208
1932	5930	205
1933	5933	202
1934	5936	199
1935	5939	196
1936	5942	193
1937	5946	190
1938	5949	187
1939	5953	184
1940	5956	181
1941	5959	178
1942	5963	174
1943	5966	171
1944	5970	168
1945	5973	165
1946	5977	162
1947	5980	159
1948	5983	156
1949	5987	153
1950	5990	150
1951	5993	147
1952	5997	144
1953	6001	141
1954	6004	138
1955	6008	135
1956	6011	132
1957	6016	129
1958	6019	125
1959	6023	122
1960	6026	119
1961	6030	116
1962	6034	113
1963	6037	110
1964	6040	107
1965	6044	104
1966	6047	101
1967	6050	98
1968	6053	95
1969	6056	92
1970	6059	89
1971	6062	86
1972	6066	83
1973	6069	79
1974	6072	76
1975	6076	73
1976	6079	70
1977	6082	67
1978	6085	64
1979	6089	61
1980	6092	58
1981	6095	55
1982	6098	52
1983	6102	49
1984	6105	46
1985	6109	43
1986	6112	39
1987	6116	36
1988	6119	33
1989	6122	30
1990	6126	27
1991	6129	24
1992	6132	21
1993	6135	18
1994	6138	15
1995	6141	12
1996	6144	9
1997	6147	6
1998	6150	3
1999	6154	0
