iter	Logloss
295	0.1381311513
296	0.137709955
297	0.1373967284
298	0.1369937727
299	0.1367174901
300	0.1364586733
301	0.1360183809
302	0.1357199827
303	0.1353922828
304	0.1350888184
305	0.1348944412
306	0.1345637305
307	0.1342305625
308	0.1339267333
309	0.1336723812
310	0.1332895918
311	0.1329956373
312	0.1327967598
313	0.1324966086
314	0.132085676
315	0.1317619067
316	0.1315342847
317	0.1310820368
318	0.130827689
319	0.1305365705
320	0.130075812
321	0.1299737155
322	0.1293395654
323	0.1290129374
324	0.1286201754
325	0.1283332782
326	0.1278942903
327	0.1277368949
328	0.1273002978
329	0.1269768367
330	0.1267767604
331	0.126622055
332	0.1262589038
333	0.1260394943
334	0.1256500553
335	0.125438969
336	0.1250580578
337	0.1246536297
338	0.1244740362
339	0.1243053308
340	0.1241519414
341	0.1236458515
342	0.1234869998
343	0.12343543
344	0.1232713624
345	0.1230461819
346	0.1224751581
347	0.1220772927
348	0.1218654192
349	0.1216000897
350	0.1212280014
351	0.1210940639
352	0.1208754144
353	0.1204942095
354	0.1201583723
355	0.1200222703
356	0.1195425381
357	0.119300873
358	0.1189079454
359	0.1186848763
360	0.1183010594
361	0.1181791619
362	0.1180134799
363	0.1176243847
364	0.1173304182
365	0.1171532236
366	0.1170356759
367	0.1168307546
368	0.1166769937
369	0.1164216287
370	0.1161977369
371	0.1157673813
372	0.1152820329
373	0.1149829873
374	0.1146228617
375	0.1143732208
376	0.1141420413
377	0.1137497845
378	0.1135159436
379	0.1133365082
380	0.1131895694
381	0.1130523431
382	0.112858298
383	0.1124239378
384	0.1121341837
385	0.1119934891
386	0.1118015467
387	0.1114872014
388	0.1113521027
389	0.1111927176
390	0.11109086
391	0.110751678
392	0.1104338955
393	0.1101814392
394	0.1097887364
395	0.1093403303
396	0.1091224648
397	0.1090222988
398	0.1088048163
399	0.1084760191
400	0.1082659475
401	0.1079731506
402	0.1075401422
403	0.107315083
404	0.1069999655
405	0.1067054277
406	0.1065318137
407	0.1063360318
408	0.1060036057
409	0.105649116
410	0.1054300348
411	0.1052928269
412	0.1050925414
413	0.1049629881
414	0.1048245938
415	0.1045982141
416	0.1044634424
417	0.1042275352
418	0.1039142015
419	0.1036732667
420	0.103453067
421	0.1030499262
422	0.1028543424
423	0.1026211294
424	0.1023813436
425	0.1021526621
426	0.1020113581
427	0.1018053179
428	0.1014943011
429	0.1012678069
430	0.1011209772
431	0.1008981875
432	0.1007805688
433	0.1006241231
434	0.1004277385
435	0.1001531252
436	0.09987741635
437	0.09964658556
438	0.09942375945
439	0.09920499946
440	0.09891135517
441	0.09870139341
442	0.0983200854
443	0.09804505679
444	0.09786517114
445	0.09763863557
446	0.0973708818
447	0.09729919001
448	0.09710249174
449	0.09682176543
450	0.09667438088
451	0.09641881397
452	0.096166591
453	0.09592718983
454	0.09557904905
455	0.09525301868
456	0.09500541588
457	0.0948201725
458	0.094683176
459	0.09442990822
460	0.09426741305
461	0.09406978482
462	0.09359842431
463	0.09349650903
464	0.09330700554
465	0.09310015814
466	0.09285608485
467	0.09271432717
468	0.09248701245
469	0.09201296602
470	0.09177465808
471	0.0915361952
472	0.09132826887
473	0.09124060733
474	0.09099292008
475	0.09071409232
476	0.09045763587
477	0.09032825121
478	0.09023576451
479	0.09000501864
480	0.08974013486
481	0.08961325925
482	0.089419989
483	0.08919546636
484	0.08906810809
485	0.08891774949
486	0.08885627247
487	0.08864402773
488	0.08843729257
489	0.08826386275
490	0.08807027145
491	0.08790878145
492	0.08768533042
493	0.08740676623
494	0.08721483612
495	0.08710428743
496	0.08684143734
497	0.08666680435
498	0.08652948238
499	0.08634892119
500	0.08622235414
501	0.08614267481
502	0.08601654995
503	0.08589118591
504	0.08569792986
505	0.08550756003
506	0.08517532127
507	0.08498027131
508	0.08477329677
509	0.0845331279
510	0.08443911753
511	0.08414553969
512	0.08392342076
513	0.0835294483
514	0.08331713458
515	0.0832376236
516	0.08317566871
517	0.08303239194
518	0.08282859303
519	0.08274106393
520	0.08261084653
521	0.08237958919
522	0.0821459566
523	0.08195751097
524	0.08171981202
525	0.08154515157
526	0.08141804735
527	0.08131739068
528	0.08108465791
529	0.08088094892
530	0.08065201564
531	0.08054357597
532	0.0803281489
533	0.08017681812
534	0.0800127229
535	0.07982370208
536	0.07967042514
537	0.07954207268
538	0.07920046569
539	0.07906796731
540	0.07895931465
541	0.07884971135
542	0.07873784259
543	0.07852237197
544	0.07842316917
545	0.07831190441
546	0.07815584523
547	0.0779970717
548	0.07786083877
549	0.07769691805
550	0.07746846567
551	0.07727885003
552	0.077098495
553	0.07692273387
554	0.07680702475
555	0.07672981638
556	0.07660760483
557	0.07645672341
558	0.07630638323
559	0.07614896527
560	0.07594941843
561	0.07581006507
562	0.07568469504
563	0.07551435837
564	0.07533515529
565	0.07521571642
566	0.07503497806
567	0.07490402256
568	0.07476468805
569	0.07471166061
570	0.07456250616
571	0.07439833472
572	0.07422586471
573	0.07410552247
574	0.07389762985
575	0.07377481262
576	0.07358008881
577	0.07341773752
578	0.07336166915
579	0.07317227583
580	0.07304122847
581	0.07285444112
582	0.07276423579
583	0.07248513468
584	0.07230240463
585	0.07215501639
586	0.07204467512
587	0.07176864288
588	0.07164690846
589	0.07152758041
590	0.07145282604
591	0.071322199
592	0.07120854857
593	0.07110955134
594	0.07105487473
595	0.07100821502
596	0.07092086197
597	0.07079530843
598	0.07061273758
599	0.07048348273
600	0.07042565846
601	0.07037160386
602	0.07018545545
603	0.07012310298
604	0.07002472125
605	0.06987626435
606	0.0697448918
607	0.06959965125
608	0.06944557862
609	0.06931425184
610	0.06913943821
611	0.06901765655
612	0.06885529881
613	0.06873585205
614	0.06862930834
615	0.06849293847
616	0.06828943985
617	0.06808488419
618	0.06801500119
619	0.06793911418
620	0.06787099389
621	0.06775755702
622	0.06763115296
623	0.067443151
624	0.0673211555
625	0.06708927628
626	0.06692531345
627	0.06686030336
628	0.06676750718
629	0.06663232428
630	0.06654265561
631	0.06637470685
632	0.06628747477
633	0.06614784569
634	0.06593519098
635	0.06586956557
636	0.06580367292
637	0.06558345994
638	0.06547105708
639	0.06537637417
640	0.06525983124
641	0.06507857203
642	0.06500768487
643	0.06495960245
644	0.06481846105
645	0.06474416964
646	0.06461916601
647	0.06449403006
648	0.0642376594
649	0.06420093863
650	0.06409167119
651	0.06392566267
652	0.06377182679
653	0.063658437
654	0.06354273449
655	0.06345944899
656	0.06332428931
657	0.06321702743
658	0.06309526541
659	0.06299066934
660	0.06287244385
661	0.06281487008
662	0.06274371796
663	0.06262722285
664	0.06247844457
665	0.06236170906
666	0.06227331468
667	0.06217486529
668	0.06208051265
669	0.06196172621
670	0.06186913347
671	0.06177605471
672	0.06169268117
673	0.06154733782
674	0.06150955881
675	0.06141515248
676	0.06138462872
677	0.06133640286
678	0.06119627977
679	0.06114732155
680	0.06106279976
681	0.06096096497
682	0.06079840053
683	0.06072594056
684	0.06062506705
685	0.06053900435
686	0.06047196368
687	0.06027980288
688	0.0600996152
689	0.05999302973
690	0.05983657853
691	0.0596848398
692	0.05963748382
693	0.05953228028
694	0.05948997697
695	0.05935787628
696	0.05916270437
697	0.05905859028
698	0.05895763584
699	0.05892721815
700	0.05885085745
701	0.05877025419
702	0.05866102669
703	0.05854884547
704	0.05851467649
705	0.05838888675
706	0.05821440022
707	0.0581394815
708	0.05804762114
709	0.05795009248
710	0.05783252387
711	0.05771988358
712	0.05763264638
713	0.05755156692
714	0.0574372481
715	0.05730466095
716	0.0571874439
717	0.05701847417
718	0.0569765146
719	0.05694279453
720	0.05684405755
721	0.05678919642
722	0.05667624035
723	0.05661567046
724	0.05655273856
725	0.0564407058
726	0.05634978887
727	0.05631201793
728	0.05623348773
729	0.05614347106
730	0.05606123635
731	0.05598521171
732	0.05589185477
733	0.05578168415
734	0.05567433733
735	0.05549882292
736	0.05545875481
737	0.05540312074
738	0.05531157714
739	0.05520471415
740	0.05502737655
741	0.05492147283
742	0.05487145348
743	0.05483591493
744	0.05472766155
745	0.05456846186
746	0.05447182288
747	0.05437362776
748	0.05427266662
749	0.05417921226
750	0.05409842934
751	0.05397173155
752	0.05376986715
753	0.05365525754
754	0.05359261808
755	0.05353594754
756	0.05344293785
757	0.05340182891
758	0.05335297623
759	0.05329934266
760	0.05323564436
761	0.05315633298
762	0.05307743413
763	0.05298701149
764	0.05294785005
765	0.0528933247
766	0.05279430117
767	0.05267251198
768	0.05255636402
769	0.05243943551
770	0.05238767074
771	0.05228624546
772	0.05220153856
773	0.05213615143
774	0.05201904254
775	0.05191235209
776	0.05185668786
777	0.05178295656
778	0.05163857785
779	0.05154751022
780	0.0514192071
781	0.05131214455
782	0.05122412848
783	0.05108236922
784	0.05098782567
785	0.0508886845
786	0.05079028249
787	0.05071126856
788	0.05061410019
789	0.0504898394
790	0.05043773967
791	0.05035461246
792	0.05027781451
793	0.0501197115
794	0.05006133641
795	0.04998142432
796	0.04990375811
797	0.04983364838
798	0.04980755398
799	0.04971010084
800	0.0496272652
801	0.04956204295
802	0.04949088669
803	0.04939247515
804	0.04927068293
805	0.04913905351
806	0.04904911635
807	0.04900149128
808	0.04893215554
809	0.0488874714
810	0.04881605652
811	0.04873262133
812	0.04861155375
813	0.04853540815
814	0.04848698707
815	0.04844715476
816	0.04839160637
817	0.0483053079
818	0.04824554166
819	0.04817042453
820	0.04807899292
821	0.04795596875
822	0.04787401989
823	0.04778157191
824	0.04772253869
825	0.04763430412
826	0.04757033361
827	0.04748547875
828	0.04740345082
829	0.04732409305
830	0.04728754565
831	0.04722384261
832	0.04714726689
833	0.04706455669
834	0.04698952785
835	0.04692626564
836	0.04687551541
837	0.04676023739
838	0.0466025634
839	0.04652073774
840	0.04648126152
841	0.0464384008
842	0.04632964471
843	0.04626959909
844	0.04624166603
845	0.04621099305
846	0.04613400291
847	0.04608004226
848	0.04602646002
849	0.0459668908
850	0.04593137192
851	0.04586483174
852	0.04574173926
853	0.04569518218
854	0.04561590781
855	0.04552748293
856	0.04546911113
857	0.04539815349
858	0.04534024697
859	0.04523680727
860	0.04517104344
861	0.04507084522
862	0.04499579715
863	0.04496129307
864	0.04488228522
865	0.0448447362
866	0.04477698711
867	0.0446977462
868	0.04463127972
869	0.04452629691
870	0.04446422315
871	0.04442955214
872	0.04438005388
873	0.04431889922
874	0.04428199207
875	0.04414564417
876	0.04411389493
877	0.04404879259
878	0.04402120356
879	0.04397394874
880	0.04386708388
881	0.0437516805
882	0.04369050252
883	0.04363464289
884	0.04360004337
885	0.04351258624
886	0.04342237952
887	0.04331137049
888	0.04320503608
889	0.04317218655
890	0.04303343697
891	0.04297641807
892	0.04292122197
893	0.04286471591
894	0.04280908665
895	0.04272929076
896	0.04265638075
897	0.04262991865
898	0.04252718166
899	0.04247510578
900	0.04240622899
901	0.04236756049
902	0.04230252578
903	0.04223193788
904	0.04213026868
905	0.04202290241
906	0.04197683454
907	0.04190971621
908	0.04182730486
909	0.0417772845
910	0.04175188528
911	0.04163202734
912	0.0415334298
913	0.04150537545
914	0.04146718955
915	0.04138886649
916	0.04133525675
917	0.04126163603
918	0.04120337569
919	0.04117488193
920	0.04110904773
921	0.04106267332
922	0.04103582109
923	0.04100043284
924	0.04092772742
925	0.04087228084
926	0.04079942481
927	0.0407727317
928	0.04072945958
929	0.04070674866
930	0.04065537552
931	0.04060789685
932	0.04049331323
933	0.04045011462
934	0.04038185817
935	0.04032182449
936	0.04026782909
937	0.04018792017
938	0.04006944521
939	0.04002525537
940	0.03994248219
941	0.03986237717
942	0.03981057242
943	0.0397890504
944	0.03975948109
945	0.03969933421
946	0.03963126157
947	0.03956628554
948	0.03947162498
949	0.03942233684
950	0.03935568464
951	0.03931302988
952	0.03926926717
953	0.03924791095
954	0.03919593276
955	0.03911318929
956	0.03906623234
957	0.03897281616
958	0.03893102227
959	0.03888410704
960	0.03878147821
961	0.03871492188
962	0.03869390406
963	0.03863187255
964	0.03856611764
965	0.03851463044
966	0.03840534543
967	0.03833875218
968	0.03830551138
969	0.03828895549
970	0.03820067357
971	0.03811040744
972	0.03802997008
973	0.0379764746
974	0.03791441098
975	0.03782900491
976	0.03778113836
977	0.0377622583
978	0.03769777133
979	0.03767819663
980	0.03765790276
981	0.03756845796
982	0.03748473472
983	0.03745483285
984	0.03743679709
985	0.03741651262
986	0.03738682266
987	0.03732643927
988	0.03725421592
989	0.03723663612
990	0.03713075005
991	0.03708596981
992	0.0370445465
993	0.03695919437
994	0.03690335367
995	0.03680028774
996	0.0367404396
997	0.03672385118
998	0.03655739623
999	0.03649157447
1000	0.03639944822
1001	0.03631924733
1002	0.03626169274
1003	0.03620075498
1004	0.03618017653
1005	0.03609132596
1006	0.03602812046
1007	0.03595071692
1008	0.03586811463
1009	0.03581838104
1010	0.03580223423
1011	0.03574504758
1012	0.03560011215
1013	0.03553906334
1014	0.03548759587
1015	0.03543353103
1016	0.03539719364
1017	0.03533545347
1018	0.03526481702
1019	0.03520727501
1020	0.03518915074
1021	0.03516528316
1022	0.03509592514
1023	0.03505412695
1024	0.03500401475
1025	0.03494283275
1026	0.03491756502
1027	0.03482888995
1028	0.03480995184
1029	0.034706296
1030	0.03461576044
1031	0.03457344964
1032	0.03452750435
1033	0.03448393563
1034	0.03444259647
1035	0.03439321142
1036	0.03430887571
1037	0.03425706881
1038	0.03422174743
1039	0.03416566842
1040	0.03414309432
1041	0.03410122347
1042	0.03394760265
1043	0.03389793869
1044	0.03384468089
1045	0.03378867917
1046	0.03372107637
1047	0.03367390255
1048	0.03362198192
1049	0.03356726335
1050	0.03351227675
1051	0.03348000593
1052	0.03344551648
1053	0.03339269237
1054	0.03336877994
1055	0.03333342694
1056	0.03325644576
1057	0.03323069148
1058	0.03314317592
1059	0.03308387354
1060	0.03306947439
1061	0.03300636794
1062	0.03295085395
1063	0.0328959959
1064	0.03281417718
1065	0.03274513552
1066	0.03270607969
1067	0.03265544118
1068	0.03256661975
1069	0.03253340973
1070	0.03248682708
1071	0.03243724775
1072	0.03241138629
1073	0.03234338094
1074	0.03230539066
1075	0.0322593586
1076	0.03223905939
1077	0.03218392764
1078	0.03213955608
1079	0.03207628104
1080	0.03203978386
1081	0.03199675743
1082	0.03191079154
1083	0.031896031
1084	0.03186570156
1085	0.03180710544
1086	0.03177775243
1087	0.03174075568
1088	0.03168126243
1089	0.03166487699
1090	0.03164592052
1091	0.0315923576
1092	0.03152237554
1093	0.03149013937
1094	0.03144404191
1095	0.03139469098
1096	0.03138193529
1097	0.03132806127
1098	0.03130621894
1099	0.03129527194
1100	0.03124029391
1101	0.03119685715
1102	0.03115962716
1103	0.03111874076
1104	0.03105958181
1105	0.03097530969
1106	0.03091545849
1107	0.03087988439
1108	0.03078854849
1109	0.03075823074
1110	0.03073375829
1111	0.03070114504
1112	0.03065054792
1113	0.03060396322
1114	0.0305432523
1115	0.03051439436
1116	0.03047410296
1117	0.03041833672
1118	0.03040396727
1119	0.03035822199
1120	0.0302951125
1121	0.03025458467
1122	0.03022710039
1123	0.03018309958
1124	0.03013096628
1125	0.03007333507
1126	0.030041817
1127	0.03001353803
1128	0.02999919706
1129	0.02994182982
1130	0.02991213021
1131	0.02989663301
1132	0.02985028457
1133	0.02982551643
1134	0.02976866259
1135	0.02974797043
1136	0.02969890347
1137	0.0296568022
1138	0.02960327284
1139	0.02959279261
1140	0.02958153725
1141	0.02952259783
1142	0.02944560229
1143	0.02940742427
1144	0.02936156206
1145	0.0293227167
1146	0.02928579998
1147	0.02926634054
1148	0.02923698281
1149	0.02919239842
1150	0.0291579313
1151	0.02911960521
1152	0.02910571044
1153	0.02908849328
1154	0.02906235303
1155	0.02898823757
1156	0.02895792156
1157	0.02891149322
1158	0.0288851063
1159	0.02886325663
1160	0.02884595431
1161	0.02880537457
1162	0.02875536869
1163	0.02870805776
1164	0.02861789919
1165	0.02856619073
1166	0.02853940989
1167	0.02850094106
1168	0.02846197691
1169	0.02842510147
1170	0.02835951419
1171	0.02830899579
1172	0.02827262856
1173	0.02823027168
1174	0.02818952933
1175	0.0281448513
1176	0.02812090147
1177	0.02803721239
1178	0.02799754761
1179	0.02793732024
1180	0.02787528109
1181	0.02783776469
1182	0.02778510783
1183	0.02774964201
1184	0.02771081735
1185	0.0276721856
1186	0.02763149734
1187	0.02757815074
1188	0.02754028073
1189	0.02750465128
1190	0.02745529121
1191	0.02743051076
1192	0.02740122034
1193	0.0273713753
1194	0.02733164936
1195	0.02728479138
1196	0.02723789082
1197	0.0272311101
1198	0.02716532748
1199	0.02713067079
1200	0.02709863545
1201	0.027073247
1202	0.02702873755
1203	0.02699813024
1204	0.02694766248
1205	0.02690709429
1206	0.0268668379
1207	0.0268226777
1208	0.02678608469
1209	0.02676668267
1210	0.02670074901
1211	0.02666444581
1212	0.02662552243
1213	0.02660683787
1214	0.02658309642
1215	0.02657660757
1216	0.02655074185
1217	0.02651336961
1218	0.02646859416
1219	0.02642560584
1220	0.02639234527
1221	0.02632799962
1222	0.02629304698
1223	0.02624962357
1224	0.02618195392
1225	0.02614557757
1226	0.02606618004
1227	0.02600990509
1228	0.02597847408
1229	0.02594217367
1230	0.0259159171
1231	0.02588500842
1232	0.02587273588
1233	0.02583554357
1234	0.02579564874
1235	0.02577329964
1236	0.02574176444
1237	0.0257044557
1238	0.02568032328
1239	0.02563534685
1240	0.02558052032
1241	0.02555045777
1242	0.02550469528
1243	0.02545024465
1244	0.02542103063
1245	0.02538701855
1246	0.02537773324
1247	0.02536203714
1248	0.02533032831
1249	0.02531897589
1250	0.02530179877
1251	0.02526177945
1252	0.02524536513
1253	0.02520344174
1254	0.02516447243
1255	0.02512164923
1256	0.02509903536
1257	0.02507224958
1258	0.02503439896
1259	0.02498987378
1260	0.02494610722
1261	0.02493441712
1262	0.02491373047
1263	0.02488896609
1264	0.02485857436
1265	0.02483220886
1266	0.02475247048
1267	0.02471050841
1268	0.02467944445
1269	0.02466130653
1270	0.02462021992
1271	0.02460031566
1272	0.02455878591
1273	0.02455339176
1274	0.02452809201
1275	0.02450170308
1276	0.02448574043
1277	0.0244806736
1278	0.02443097588
1279	0.02437110874
1280	0.0243562161
1281	0.02432556277
1282	0.02430433349
1283	0.02425434515
1284	0.02421838576
1285	0.02420181475
1286	0.02416126973
1287	0.02411526656
1288	0.02407588532
1289	0.02406881516
1290	0.0240397347
1291	0.024016523
1292	0.02396776838
1293	0.02391719851
1294	0.0238831612
1295	0.02385148167
1296	0.02381552379
1297	0.02379021136
1298	0.02374820241
1299	0.02374051535
1300	0.02371735617
1301	0.02369566079
1302	0.02366518475
1303	0.02362733945
1304	0.02358909444
1305	0.02356502494
1306	0.02354134774
1307	0.0235201221
1308	0.02347800797
1309	0.02345507904
1310	0.02340404553
1311	0.02339101074
1312	0.02335419086
1313	0.02334239068
1314	0.02332305572
1315	0.02329236702
1316	0.02326477665
1317	0.02325071399
1318	0.02322328378
1319	0.02318336103
1320	0.02312551993
1321	0.02306929046
1322	0.02305364105
1323	0.02302675244
1324	0.02296820903
1325	0.02292929532
1326	0.02291258442
1327	0.02288332306
1328	0.02283017128
1329	0.02281334527
1330	0.02277189681
1331	0.02273967704
1332	0.02272383507
1333	0.02269765796
1334	0.02264611275
1335	0.02260572125
1336	0.02257484074
1337	0.02252645527
1338	0.0224915884
1339	0.02245291815
1340	0.0224145471
1341	0.02240686912
1342	0.02236125722
1343	0.02232647731
1344	0.02228803165
1345	0.02222688857
1346	0.02219403726
1347	0.02217442167
1348	0.02214997862
1349	0.022128677
1350	0.02210616016
1351	0.02206026814
1352	0.02202262803
1353	0.02199226803
1354	0.02196916103
1355	0.02193293223
1356	0.02190838758
1357	0.02187279782
1358	0.02185427054
1359	0.02179149253
1360	0.02175750768
1361	0.02173600464
1362	0.02171164632
1363	0.02166577983
1364	0.02164555829
1365	0.02161128458
1366	0.02160111471
1367	0.02157959807
1368	0.02151736991
1369	0.02148660505
1370	0.02147334826
1371	0.02144158585
1372	0.02143195003
1373	0.02140003045
1374	0.02138297397
1375	0.02134428707
1376	0.0213336786
1377	0.02129786885
1378	0.02128718961
1379	0.02125657434
1380	0.02119317022
1381	0.02116885211
1382	0.02111124226
1383	0.02109687419
1384	0.02105357567
1385	0.02097893977
1386	0.02095560426
1387	0.02091853989
1388	0.0208540887
1389	0.02083089413
1390	0.02077365309
1391	0.02075160863
1392	0.02071571797
1393	0.02068326923
1394	0.02066804689
1395	0.02063429025
1396	0.02057863846
1397	0.0205232805
1398	0.0205073126
1399	0.02047654377
1400	0.02042332362
1401	0.02039177538
1402	0.02037096278
1403	0.02034547928
1404	0.02029808019
1405	0.02026942491
1406	0.02024768071
1407	0.02021259471
1408	0.0201842827
1409	0.02014574909
1410	0.0201389237
1411	0.02011416709
1412	0.02010007309
1413	0.02007459389
1414	0.0200452086
1415	0.02001829614
1416	0.01998873461
1417	0.01993857062
1418	0.0199309816
1419	0.01991436541
1420	0.01988821316
1421	0.01986466582
1422	0.01985615702
1423	0.01984470291
1424	0.01982042399
1425	0.01979606057
1426	0.01974932337
1427	0.01972787039
1428	0.01971805875
1429	0.01969149164
1430	0.01966009752
1431	0.01963280366
1432	0.01960909451
1433	0.01958717356
1434	0.01952206577
1435	0.01950305061
1436	0.0194518974
1437	0.01940563048
1438	0.01939163794
1439	0.01935685889
1440	0.01933961349
1441	0.01933246665
1442	0.01931609777
1443	0.01925977269
1444	0.01920930801
1445	0.01920115526
1446	0.01918274383
1447	0.01916243249
1448	0.01914054755
1449	0.01912040144
1450	0.01908458903
1451	0.01907397494
1452	0.0190664749
1453	0.01902563481
1454	0.01901423188
1455	0.01898666026
1456	0.01896174131
1457	0.01895197369
1458	0.01891151481
1459	0.0188906292
1460	0.01886229542
1461	0.01884585555
1462	0.01881722637
1463	0.018802676
1464	0.01879126979
1465	0.01877500639
1466	0.01874718401
1467	0.01872216078
1468	0.01871672483
1469	0.01870928399
1470	0.0186790494
1471	0.0186556107
1472	0.01863538104
1473	0.01859410201
1474	0.01856654272
1475	0.01854138716
1476	0.01852291747
1477	0.01847712201
1478	0.01846300241
1479	0.01843931696
1480	0.01842794685
1481	0.01841067277
1482	0.01839523612
1483	0.01839044461
1484	0.01836357851
1485	0.01834856826
1486	0.0183192864
1487	0.01830052993
1488	0.01825455494
1489	0.01822554804
1490	0.0182006881
1491	0.01818344122
1492	0.01816174111
1493	0.01811151545
1494	0.01808231212
1495	0.01806631242
1496	0.01803892701
1497	0.0179917219
1498	0.01796301185
1499	0.01795650995
1500	0.017945736
1501	0.01792321399
1502	0.01790420749
1503	0.01788538367
