iter	Logloss
1504	0.01785499647
1505	0.01784038029
1506	0.01777010418
1507	0.01774632894
1508	0.01772597168
1509	0.0177109406
1510	0.0176942214
1511	0.01765148876
1512	0.01763368396
1513	0.0176220953
1514	0.01760700552
1515	0.01759430795
1516	0.01757757979
1517	0.01753692551
1518	0.01751941788
1519	0.01749363054
1520	0.01746899893
1521	0.01743153243
1522	0.01740768957
1523	0.01736666083
1524	0.01734568576
1525	0.01733595035
1526	0.01732020431
1527	0.01730659867
1528	0.01727432607
1529	0.01725585078
1530	0.01723163772
1531	0.01720551289
1532	0.01717451028
1533	0.01716116724
1534	0.01715194188
1535	0.01713744112
1536	0.01712768332
1537	0.01711209811
1538	0.01709409258
1539	0.01708132632
1540	0.01706443588
1541	0.01703018962
1542	0.01699032127
1543	0.01698379369
1544	0.01694780533
1545	0.01694036596
1546	0.01692852121
1547	0.01691546247
1548	0.01689893957
1549	0.01687434016
1550	0.01686878966
1551	0.01684650911
1552	0.01683313505
1553	0.01681351312
1554	0.0168022231
1555	0.01679072436
1556	0.0167834567
1557	0.01676239362
1558	0.01674054036
1559	0.01671718375
1560	0.0166883481
1561	0.01667817456
1562	0.01664748822
1563	0.01662695586
1564	0.01661702935
1565	0.01660084943
1566	0.01658370971
1567	0.01657689143
1568	0.01655164682
1569	0.01654698542
1570	0.01652631954
1571	0.01650876963
1572	0.01645644792
1573	0.01643637825
1574	0.01642246424
1575	0.01640695568
1576	0.01637651814
1577	0.01635806795
1578	0.01632141118
1579	0.0163035918
1580	0.01627689087
1581	0.01625237652
1582	0.01623237661
1583	0.01621525507
1584	0.01619268202
1585	0.01615979638
1586	0.01614944457
1587	0.01613394109
1588	0.01612752713
1589	0.01611429394
1590	0.01609977136
1591	0.01609126099
1592	0.01607790628
1593	0.01606220623
1594	0.01604312793
1595	0.01600064635
1596	0.01598004571
1597	0.01595279446
1598	0.01591728575
1599	0.0158910244
1600	0.01587671209
1601	0.01585875975
1602	0.01583871982
1603	0.01581552612
1604	0.01580001018
1605	0.01577178448
1606	0.01575963668
1607	0.0157420867
1608	0.01571754739
1609	0.01569543033
1610	0.01568599627
1611	0.01567416247
1612	0.01565629594
1613	0.01562816512
1614	0.01560158189
1615	0.01558924418
1616	0.01558266942
1617	0.01555568997
1618	0.01552816518
1619	0.01551212363
1620	0.01550280627
1621	0.01548200865
1622	0.01546837575
1623	0.01544898326
1624	0.01543339065
1625	0.01541973337
1626	0.01538774486
1627	0.01535888182
1628	0.01534355566
1629	0.01531886779
1630	0.01530742353
1631	0.0152922354
1632	0.01526937345
1633	0.01524415843
1634	0.01520789682
1635	0.01518707846
1636	0.01516619677
1637	0.01514483436
1638	0.01513493498
1639	0.01511600205
1640	0.01510779373
1641	0.01509233913
1642	0.01508553719
1643	0.01507077345
1644	0.01504654778
1645	0.01504039074
1646	0.01503193281
1647	0.01501716274
1648	0.01499688484
1649	0.01498080428
1650	0.01493198418
1651	0.01491207947
1652	0.01490063078
1653	0.01487997488
1654	0.01486294041
1655	0.01485125202
1656	0.01483716094
1657	0.01481818622
1658	0.01479751436
1659	0.01478083282
1660	0.01477532478
1661	0.01475275482
1662	0.01474482871
1663	0.01473165488
1664	0.01472066183
1665	0.01470653188
1666	0.01468995978
1667	0.01467898397
1668	0.01464947828
1669	0.01464198217
1670	0.01462121575
1671	0.01459222115
1672	0.01457983611
1673	0.01456940149
1674	0.01455817307
1675	0.0145372816
1676	0.01451912084
1677	0.01449763948
1678	0.01446512445
1679	0.01443378724
1680	0.01442100086
1681	0.01441049642
1682	0.01439832892
1683	0.01438128542
1684	0.01437153095
1685	0.01436090034
1686	0.01434357701
1687	0.01433568861
1688	0.01430833165
1689	0.01429824518
1690	0.01428018738
1691	0.01425878293
1692	0.0142334457
1693	0.01421780214
1694	0.01420309438
1695	0.01418487542
1696	0.01416869694
1697	0.01415583806
1698	0.01413453314
1699	0.01411195377
1700	0.01410452275
1701	0.01409935233
1702	0.0140796143
1703	0.01406521476
1704	0.0140461355
1705	0.01401726756
1706	0.01401040515
1707	0.01400015431
1708	0.01398834704
1709	0.01396206582
1710	0.01394077264
1711	0.01393674217
1712	0.01390404047
1713	0.01388241133
1714	0.01386280644
1715	0.0138389417
1716	0.01381967889
1717	0.01380804899
1718	0.01375913835
1719	0.0137367909
1720	0.01373091185
1721	0.01369157516
1722	0.01366793963
1723	0.01365441196
1724	0.01364510382
1725	0.01363091438
1726	0.01362557914
1727	0.01361417595
1728	0.01359325977
1729	0.01358418373
1730	0.01356773813
1731	0.013548215
1732	0.01353935817
1733	0.01352820237
1734	0.01352278729
1735	0.01349017408
1736	0.01346830054
1737	0.01345892838
1738	0.01345534663
1739	0.0134414673
1740	0.01343366872
1741	0.01340310379
1742	0.0133981189
1743	0.01337680569
1744	0.01334987813
1745	0.01333164571
1746	0.01331233825
1747	0.01330475458
1748	0.01329041374
1749	0.01327428021
1750	0.01325348352
1751	0.01324586547
1752	0.01322772064
1753	0.01322352268
1754	0.01320407203
1755	0.01319421468
1756	0.01318753683
1757	0.0131676125
1758	0.01315065537
1759	0.01314659414
1760	0.01313472809
1761	0.01311487775
1762	0.01310128602
1763	0.01308802219
1764	0.01307448024
1765	0.01306397074
1766	0.01304725189
1767	0.01301105015
1768	0.01299913116
1769	0.01298894421
1770	0.01296828225
1771	0.01294975048
1772	0.01292589323
1773	0.01291451162
1774	0.01289626974
1775	0.01288320409
1776	0.01285566453
1777	0.01284076252
1778	0.01282459485
1779	0.01282457272
1780	0.01281962312
1781	0.01281026296
1782	0.01279373034
1783	0.01278752027
1784	0.01277288581
1785	0.01275742631
1786	0.01274857963
1787	0.01273957642
1788	0.01271222927
1789	0.0126969238
1790	0.01268321865
1791	0.0126741456
1792	0.01264915555
1793	0.01263158092
1794	0.0126156023
1795	0.01260003947
1796	0.01258362883
1797	0.01257708865
1798	0.01257550564
1799	0.01257000268
1800	0.01256193356
1801	0.01255617732
1802	0.01254490261
1803	0.01253370955
1804	0.01249906469
1805	0.01247441127
1806	0.0124711031
1807	0.01243970816
1808	0.01242673098
1809	0.01241314551
1810	0.01240537518
1811	0.01239937445
1812	0.01238366348
1813	0.01236522873
1814	0.01234169061
1815	0.01233867609
1816	0.0123319609
1817	0.01232817684
1818	0.01232515291
1819	0.01230556391
1820	0.01229787943
1821	0.01228396851
1822	0.01226166434
1823	0.01225124176
1824	0.0122411968
1825	0.01223827686
1826	0.01222901604
1827	0.01222248691
1828	0.01219903026
1829	0.01219259778
1830	0.01218799333
1831	0.0121833502
1832	0.01214256047
1833	0.01212065392
1834	0.0121154314
1835	0.01210428242
1836	0.01209154589
1837	0.01207472583
1838	0.01206199258
1839	0.01205406425
1840	0.01204692682
1841	0.0120296896
1842	0.01200509497
1843	0.01199671077
1844	0.01198841045
1845	0.01197690684
1846	0.01197073526
1847	0.01196031523
1848	0.01195278862
1849	0.01194484002
1850	0.01191600898
1851	0.01190411828
1852	0.01188999072
1853	0.01187772372
1854	0.01186975035
1855	0.0118565231
1856	0.01183742307
1857	0.01181840639
1858	0.01180582427
1859	0.01179106593
1860	0.01178986606
1861	0.01177915397
1862	0.01177191714
1863	0.01176250345
1864	0.01175013658
1865	0.01173713016
1866	0.0117296436
1867	0.01172223548
1868	0.0117108321
1869	0.01170655606
1870	0.01169745648
1871	0.01168229884
1872	0.01165607848
1873	0.01165245468
1874	0.01163866346
1875	0.01160599667
1876	0.01159199977
1877	0.01158198109
1878	0.01155390261
1879	0.01154970972
1880	0.01154628356
1881	0.01153926871
1882	0.01153386889
1883	0.0115264217
1884	0.01151244241
1885	0.01149690027
1886	0.01148997515
1887	0.01148325285
1888	0.01146564678
1889	0.01145238719
1890	0.01144674715
1891	0.01143255488
1892	0.01142243467
1893	0.01141465636
1894	0.01139065174
1895	0.01138210829
1896	0.01136561272
1897	0.01134698939
1898	0.0113444962
1899	0.01131637149
1900	0.01130928497
1901	0.0112947304
1902	0.01127987971
1903	0.0112673063
1904	0.01126024506
1905	0.01125507689
1906	0.0112411771
1907	0.0112387541
1908	0.01122137648
1909	0.01121291853
1910	0.01119876836
1911	0.01117217291
1912	0.01115462555
1913	0.01114824765
1914	0.01113847513
1915	0.01112366542
1916	0.01112160349
1917	0.01111667409
1918	0.01110976165
1919	0.01110465588
1920	0.01108734566
1921	0.01107663049
1922	0.01106599344
1923	0.01105033672
1924	0.01103606643
1925	0.01101916877
1926	0.01100582252
1927	0.01099159873
1928	0.01097637527
1929	0.01095952492
1930	0.01094975473
1931	0.01094159384
1932	0.01093442572
1933	0.010922253
1934	0.01090839673
1935	0.01089759501
1936	0.01087807326
1937	0.0108542995
1938	0.01084328038
1939	0.01082975304
1940	0.01081762168
1941	0.01080803467
1942	0.01079725388
1943	0.01078725006
1944	0.01076730851
1945	0.01076111474
1946	0.01073601154
1947	0.01072764229
1948	0.01072037378
1949	0.01071146818
1950	0.01070098537
1951	0.01068759665
1952	0.01066285692
1953	0.01066065308
1954	0.01064904412
1955	0.0106358532
1956	0.01063267687
1957	0.01062018995
1958	0.01060849657
1959	0.01058686279
1960	0.01057988019
1961	0.01057315076
1962	0.01056460104
1963	0.01055364906
1964	0.01054553969
1965	0.01053589769
1966	0.01052577522
1967	0.01051212903
1968	0.01050056968
1969	0.01049720041
1970	0.01049466958
1971	0.01048614634
1972	0.01047813679
1973	0.01045850272
1974	0.0104424942
1975	0.01041653583
1976	0.01040799427
1977	0.01040344124
1978	0.01039106692
1979	0.01037117332
1980	0.0103500292
1981	0.01034411193
1982	0.01033466133
1983	0.01031784531
1984	0.01031291944
1985	0.01028865134
1986	0.01027317276
1987	0.01025645726
1988	0.01025349844
1989	0.01023321242
1990	0.01022285755
1991	0.01021633846
1992	0.01019865439
1993	0.01019103928
1994	0.01017277547
1995	0.01016280781
1996	0.01016281565
1997	0.01013677738
1998	0.01012673507
1999	0.01012009301
