SEQN,CYCLE,RIAGENDR,RIDAGEYR
115034.0,2017-2020,2.0,29.0
115045.0,2017-2020,2.0,22.0
115053.0,2017-2020,2.0,18.0
115054.0,2017-2020,2.0,13.0
115055.0,2017-2020,2.0,38.0
115060.0,2017-2020,2.0,21.0
115064.0,2017-2020,2.0,45.0
115065.0,2017-2020,2.0,46.0
115067.0,2017-2020,2.0,29.0
115069.0,2017-2020,2.0,23.0
115070.0,2017-2020,2.0,39.0
115077.0,2017-2020,2.0,29.0
115088.0,2017-2020,2.0,18.0
115094.0,2017-2020,2.0,28.0
115099.0,2017-2020,2.0,38.0
115105.0,2017-2020,2.0,22.0
115106.0,2017-2020,2.0,15.0
115114.0,2017-2020,2.0,14.0
115115.0,2017-2020,2.0,14.0
115129.0,2017-2020,2.0,19.0
115130.0,2017-2020,2.0,21.0
115141.0,2017-2020,2.0,45.0
115152.0,2017-2020,2.0,16.0
115155.0,2017-2020,2.0,26.0
115186.0,2017-2020,2.0,29.0
115188.0,2017-2020,2.0,19.0
115191.0,2017-2020,2.0,19.0
115193.0,2017-2020,2.0,29.0
115205.0,2017-2020,2.0,31.0
115208.0,2017-2020,2.0,17.0
115219.0,2017-2020,2.0,35.0
115227.0,2017-2020,2.0,14.0
115229.0,2017-2020,2.0,20.0
115235.0,2017-2020,2.0,45.0
115238.0,2017-2020,2.0,47.0
115240.0,2017-2020,2.0,41.0
115243.0,2017-2020,2.0,34.0
115245.0,2017-2020,2.0,39.0
115252.0,2017-2020,2.0,40.0
115253.0,2017-2020,2.0,39.0
115257.0,2017-2020,2.0,39.0
115258.0,2017-2020,2.0,23.0
115270.0,2017-2020,2.0,41.0
115282.0,2017-2020,2.0,15.0
115289.0,2017-2020,2.0,33.0
115294.0,2017-2020,2.0,34.0
115296.0,2017-2020,2.0,14.0
115300.0,2017-2020,2.0,42.0
115307.0,2017-2020,2.0,29.0
115316.0,2017-2020,2.0,46.0
115323.0,2017-2020,2.0,43.0
115325.0,2017-2020,2.0,27.0
115338.0,2017-2020,2.0,49.0
115346.0,2017-2020,2.0,39.0
115350.0,2017-2020,2.0,23.0
115354.0,2017-2020,2.0,34.0
115356.0,2017-2020,2.0,21.0
115365.0,2017-2020,2.0,38.0
115369.0,2017-2020,2.0,44.0
115370.0,2017-2020,2.0,34.0
115374.0,2017-2020,2.0,42.0
115386.0,2017-2020,2.0,40.0
115390.0,2017-2020,2.0,45.0
115391.0,2017-2020,2.0,17.0
115398.0,2017-2020,2.0,38.0
115403.0,2017-2020,2.0,17.0
115404.0,2017-2020,2.0,13.0
115406.0,2017-2020,2.0,21.0
115410.0,2017-2020,2.0,21.0
115418.0,2017-2020,2.0,39.0
115429.0,2017-2020,2.0,15.0
115430.0,2017-2020,2.0,42.0
115435.0,2017-2020,2.0,18.0
115443.0,2017-2020,2.0,39.0
115444.0,2017-2020,2.0,30.0
115450.0,2017-2020,2.0,26.0
115452.0,2017-2020,2.0,17.0
115455.0,2017-2020,2.0,41.0
115467.0,2017-2020,2.0,34.0
115471.0,2017-2020,2.0,39.0
115472.0,2017-2020,2.0,46.0
115488.0,2017-2020,2.0,17.0
115496.0,2017-2020,2.0,12.0
115499.0,2017-2020,2.0,28.0
115500.0,2017-2020,2.0,12.0
115508.0,2017-2020,2.0,15.0
115510.0,2017-2020,2.0,22.0
115520.0,2017-2020,2.0,38.0
115525.0,2017-2020,2.0,17.0
115532.0,2017-2020,2.0,36.0
115533.0,2017-2020,2.0,16.0
115538.0,2017-2020,2.0,48.0
115544.0,2017-2020,2.0,20.0
115545.0,2017-2020,2.0,18.0
115549.0,2017-2020,2.0,13.0
115551.0,2017-2020,2.0,23.0
115553.0,2017-2020,2.0,14.0
115563.0,2017-2020,2.0,32.0
115571.0,2017-2020,2.0,14.0
115577.0,2017-2020,2.0,49.0
115578.0,2017-2020,2.0,40.0
115584.0,2017-2020,2.0,23.0
115593.0,2017-2020,2.0,16.0
115601.0,2017-2020,2.0,22.0
115609.0,2017-2020,2.0,39.0
115614.0,2017-2020,2.0,40.0
115615.0,2017-2020,2.0,47.0
115623.0,2017-2020,2.0,14.0
115635.0,2017-2020,2.0,13.0
115645.0,2017-2020,2.0,21.0
115668.0,2017-2020,2.0,34.0
115673.0,2017-2020,2.0,27.0
115675.0,2017-2020,2.0,23.0
115680.0,2017-2020,2.0,28.0
115690.0,2017-2020,2.0,17.0
115702.0,2017-2020,2.0,39.0
115728.0,2017-2020,2.0,41.0
115742.0,2017-2020,2.0,41.0
115754.0,2017-2020,2.0,43.0
115764.0,2017-2020,2.0,34.0
115767.0,2017-2020,2.0,47.0
115772.0,2017-2020,2.0,34.0
115777.0,2017-2020,2.0,23.0
115780.0,2017-2020,2.0,41.0
115785.0,2017-2020,2.0,22.0
115792.0,2017-2020,2.0,33.0
115796.0,2017-2020,2.0,40.0
115800.0,2017-2020,2.0,45.0
115801.0,2017-2020,2.0,45.0
115806.0,2017-2020,2.0,18.0
115811.0,2017-2020,2.0,16.0
115813.0,2017-2020,2.0,49.0
115825.0,2017-2020,2.0,22.0
115831.0,2017-2020,2.0,28.0
115839.0,2017-2020,2.0,14.0
115842.0,2017-2020,2.0,41.0
115847.0,2017-2020,2.0,13.0
115878.0,2017-2020,2.0,26.0
115892.0,2017-2020,2.0,16.0
115902.0,2017-2020,2.0,31.0
115903.0,2017-2020,2.0,12.0
115917.0,2017-2020,2.0,21.0
115923.0,2017-2020,2.0,31.0
115929.0,2017-2020,2.0,44.0
115930.0,2017-2020,2.0,16.0
115933.0,2017-2020,2.0,17.0
115944.0,2017-2020,2.0,43.0
115948.0,2017-2020,2.0,17.0
115949.0,2017-2020,2.0,13.0
115950.0,2017-2020,2.0,44.0
115951.0,2017-2020,2.0,48.0
115953.0,2017-2020,2.0,34.0
115956.0,2017-2020,2.0,41.0
115958.0,2017-2020,2.0,38.0
115962.0,2017-2020,2.0,20.0
115979.0,2017-2020,2.0,24.0
115981.0,2017-2020,2.0,14.0
115982.0,2017-2020,2.0,30.0
115991.0,2017-2020,2.0,19.0
115998.0,2017-2020,2.0,44.0
116000.0,2017-2020,2.0,19.0
116001.0,2017-2020,2.0,45.0
116003.0,2017-2020,2.0,25.0
116028.0,2017-2020,2.0,43.0
116046.0,2017-2020,2.0,18.0
116055.0,2017-2020,2.0,15.0
116067.0,2017-2020,2.0,44.0
116069.0,2017-2020,2.0,16.0
116071.0,2017-2020,2.0,29.0
116074.0,2017-2020,2.0,27.0
116075.0,2017-2020,2.0,38.0
116076.0,2017-2020,2.0,32.0
116080.0,2017-2020,2.0,14.0
116090.0,2017-2020,2.0,32.0
116099.0,2017-2020,2.0,41.0
116103.0,2017-2020,2.0,42.0
116108.0,2017-2020,2.0,14.0
116110.0,2017-2020,2.0,39.0
116114.0,2017-2020,2.0,44.0
116119.0,2017-2020,2.0,37.0
116121.0,2017-2020,2.0,34.0
116126.0,2017-2020,2.0,17.0
116133.0,2017-2020,2.0,44.0
116134.0,2017-2020,2.0,17.0
116145.0,2017-2020,2.0,31.0
116148.0,2017-2020,2.0,40.0
116149.0,2017-2020,2.0,46.0
116155.0,2017-2020,2.0,17.0
116159.0,2017-2020,2.0,41.0
116160.0,2017-2020,2.0,38.0
116163.0,2017-2020,2.0,37.0
116164.0,2017-2020,2.0,33.0
116182.0,2017-2020,2.0,18.0
116183.0,2017-2020,2.0,38.0
116192.0,2017-2020,2.0,14.0
116207.0,2017-2020,2.0,34.0
116221.0,2017-2020,2.0,14.0
116228.0,2017-2020,2.0,30.0
116230.0,2017-2020,2.0,16.0
116238.0,2017-2020,2.0,47.0
116241.0,2017-2020,2.0,28.0
116242.0,2017-2020,2.0,42.0
116247.0,2017-2020,2.0,27.0
116255.0,2017-2020,2.0,14.0
116264.0,2017-2020,2.0,39.0
116269.0,2017-2020,2.0,34.0
116276.0,2017-2020,2.0,49.0
116287.0,2017-2020,2.0,47.0
116290.0,2017-2020,2.0,31.0
116291.0,2017-2020,2.0,48.0
116293.0,2017-2020,2.0,43.0
116294.0,2017-2020,2.0,29.0
116306.0,2017-2020,2.0,25.0
116314.0,2017-2020,2.0,35.0
116318.0,2017-2020,2.0,13.0
116333.0,2017-2020,2.0,36.0
116336.0,2017-2020,2.0,40.0
116338.0,2017-2020,2.0,18.0
116348.0,2017-2020,2.0,47.0
116355.0,2017-2020,2.0,42.0
116356.0,2017-2020,2.0,18.0
116361.0,2017-2020,2.0,13.0
116398.0,2017-2020,2.0,28.0
116401.0,2017-2020,2.0,16.0
116407.0,2017-2020,2.0,49.0
116410.0,2017-2020,2.0,20.0
116416.0,2017-2020,2.0,32.0
116426.0,2017-2020,2.0,43.0
116427.0,2017-2020,2.0,15.0
116433.0,2017-2020,2.0,28.0
116434.0,2017-2020,2.0,30.0
116436.0,2017-2020,2.0,18.0
116446.0,2017-2020,2.0,18.0
116448.0,2017-2020,2.0,21.0
116451.0,2017-2020,2.0,36.0
116453.0,2017-2020,2.0,31.0
116454.0,2017-2020,2.0,31.0
116466.0,2017-2020,2.0,16.0
116477.0,2017-2020,2.0,16.0
116478.0,2017-2020,2.0,14.0
116489.0,2017-2020,2.0,49.0
116490.0,2017-2020,2.0,36.0
116491.0,2017-2020,2.0,14.0
116497.0,2017-2020,2.0,15.0
116505.0,2017-2020,2.0,20.0
116508.0,2017-2020,2.0,37.0
116514.0,2017-2020,2.0,16.0
116520.0,2017-2020,2.0,45.0
116528.0,2017-2020,2.0,42.0
116529.0,2017-2020,2.0,19.0
116532.0,2017-2020,2.0,29.0
116535.0,2017-2020,2.0,32.0
116551.0,2017-2020,2.0,38.0
116558.0,2017-2020,2.0,17.0
116575.0,2017-2020,2.0,18.0
116579.0,2017-2020,2.0,19.0
116595.0,2017-2020,2.0,26.0
116597.0,2017-2020,2.0,14.0
116629.0,2017-2020,2.0,30.0
116635.0,2017-2020,2.0,47.0
116637.0,2017-2020,2.0,30.0
116651.0,2017-2020,2.0,14.0
116653.0,2017-2020,2.0,33.0
116657.0,2017-2020,2.0,49.0
116659.0,2017-2020,2.0,15.0
116664.0,2017-2020,2.0,18.0
116672.0,2017-2020,2.0,30.0
116673.0,2017-2020,2.0,49.0
116675.0,2017-2020,2.0,42.0
116678.0,2017-2020,2.0,20.0
116680.0,2017-2020,2.0,46.0
116687.0,2017-2020,2.0,29.0
116690.0,2017-2020,2.0,17.0
116696.0,2017-2020,2.0,48.0
116698.0,2017-2020,2.0,49.0
116700.0,2017-2020,2.0,24.0
116703.0,2017-2020,2.0,42.0
116706.0,2017-2020,2.0,42.0
116713.0,2017-2020,2.0,47.0
116720.0,2017-2020,2.0,33.0
116721.0,2017-2020,2.0,35.0
116724.0,2017-2020,2.0,43.0
116727.0,2017-2020,2.0,31.0
116729.0,2017-2020,2.0,17.0
116735.0,2017-2020,2.0,13.0
116744.0,2017-2020,2.0,24.0
116750.0,2017-2020,2.0,39.0
116751.0,2017-2020,2.0,15.0
116759.0,2017-2020,2.0,17.0
116761.0,2017-2020,2.0,30.0
116768.0,2017-2020,2.0,22.0
116769.0,2017-2020,2.0,40.0
116774.0,2017-2020,2.0,13.0
116782.0,2017-2020,2.0,28.0
116795.0,2017-2020,2.0,13.0
116796.0,2017-2020,2.0,31.0
116797.0,2017-2020,2.0,15.0
116806.0,2017-2020,2.0,49.0
116808.0,2017-2020,2.0,33.0
116811.0,2017-2020,2.0,16.0
116812.0,2017-2020,2.0,27.0
116814.0,2017-2020,2.0,48.0
116818.0,2017-2020,2.0,12.0
116820.0,2017-2020,2.0,40.0
116822.0,2017-2020,2.0,20.0
116827.0,2017-2020,2.0,17.0
116833.0,2017-2020,2.0,30.0
116836.0,2017-2020,2.0,48.0
116841.0,2017-2020,2.0,26.0
116843.0,2017-2020,2.0,35.0
116844.0,2017-2020,2.0,27.0
116861.0,2017-2020,2.0,44.0
116862.0,2017-2020,2.0,49.0
116873.0,2017-2020,2.0,33.0
116879.0,2017-2020,2.0,12.0
116886.0,2017-2020,2.0,44.0
116889.0,2017-2020,2.0,46.0
116890.0,2017-2020,2.0,41.0
116892.0,2017-2020,2.0,37.0
116909.0,2017-2020,2.0,33.0
116912.0,2017-2020,2.0,28.0
116916.0,2017-2020,2.0,22.0
116941.0,2017-2020,2.0,27.0
116947.0,2017-2020,2.0,27.0
116963.0,2017-2020,2.0,47.0
116969.0,2017-2020,2.0,19.0
116972.0,2017-2020,2.0,48.0
116986.0,2017-2020,2.0,31.0
117001.0,2017-2020,2.0,16.0
117003.0,2017-2020,2.0,14.0
117014.0,2017-2020,2.0,47.0
117017.0,2017-2020,2.0,49.0
117026.0,2017-2020,2.0,32.0
117034.0,2017-2020,2.0,17.0
117038.0,2017-2020,2.0,30.0
117040.0,2017-2020,2.0,35.0
117049.0,2017-2020,2.0,21.0
117054.0,2017-2020,2.0,38.0
117061.0,2017-2020,2.0,21.0
117062.0,2017-2020,2.0,43.0
117069.0,2017-2020,2.0,14.0
117071.0,2017-2020,2.0,48.0
117081.0,2017-2020,2.0,39.0
117082.0,2017-2020,2.0,47.0
117086.0,2017-2020,2.0,28.0
117095.0,2017-2020,2.0,32.0
117096.0,2017-2020,2.0,15.0
117101.0,2017-2020,2.0,35.0
117102.0,2017-2020,2.0,31.0
117105.0,2017-2020,2.0,14.0
117114.0,2017-2020,2.0,35.0
117116.0,2017-2020,2.0,21.0
117118.0,2017-2020,2.0,35.0
117122.0,2017-2020,2.0,16.0
117124.0,2017-2020,2.0,23.0
117129.0,2017-2020,2.0,23.0
117141.0,2017-2020,2.0,17.0
117146.0,2017-2020,2.0,34.0
117147.0,2017-2020,2.0,49.0
117156.0,2017-2020,2.0,22.0
117159.0,2017-2020,2.0,31.0
117168.0,2017-2020,2.0,44.0
117174.0,2017-2020,2.0,34.0
117178.0,2017-2020,2.0,25.0
117184.0,2017-2020,2.0,42.0
117190.0,2017-2020,2.0,32.0
117191.0,2017-2020,2.0,36.0
117195.0,2017-2020,2.0,26.0
117209.0,2017-2020,2.0,35.0
117212.0,2017-2020,2.0,30.0
117216.0,2017-2020,2.0,23.0
117228.0,2017-2020,2.0,15.0
117244.0,2017-2020,2.0,44.0
117246.0,2017-2020,2.0,16.0
117268.0,2017-2020,2.0,17.0
117270.0,2017-2020,2.0,49.0
117272.0,2017-2020,2.0,14.0
117278.0,2017-2020,2.0,33.0
117282.0,2017-2020,2.0,41.0
117286.0,2017-2020,2.0,46.0
117287.0,2017-2020,2.0,44.0
117290.0,2017-2020,2.0,45.0
117291.0,2017-2020,2.0,21.0
117296.0,2017-2020,2.0,13.0
117306.0,2017-2020,2.0,42.0
117308.0,2017-2020,2.0,36.0
117313.0,2017-2020,2.0,32.0
117320.0,2017-2020,2.0,34.0
117345.0,2017-2020,2.0,16.0
117357.0,2017-2020,2.0,22.0
117361.0,2017-2020,2.0,17.0
117364.0,2017-2020,2.0,37.0
117366.0,2017-2020,2.0,13.0
117367.0,2017-2020,2.0,16.0
117371.0,2017-2020,2.0,44.0
117377.0,2017-2020,2.0,24.0
117379.0,2017-2020,2.0,41.0
117381.0,2017-2020,2.0,16.0
117387.0,2017-2020,2.0,31.0
117394.0,2017-2020,2.0,24.0
117404.0,2017-2020,2.0,14.0
117409.0,2017-2020,2.0,34.0
117421.0,2017-2020,2.0,20.0
117429.0,2017-2020,2.0,41.0
117443.0,2017-2020,2.0,13.0
117447.0,2017-2020,2.0,42.0
117449.0,2017-2020,2.0,16.0
117452.0,2017-2020,2.0,12.0
117453.0,2017-2020,2.0,46.0
117457.0,2017-2020,2.0,16.0
117459.0,2017-2020,2.0,15.0
117466.0,2017-2020,2.0,23.0
117468.0,2017-2020,2.0,21.0
117474.0,2017-2020,2.0,18.0
117479.0,2017-2020,2.0,12.0
117485.0,2017-2020,2.0,20.0
117499.0,2017-2020,2.0,38.0
117503.0,2017-2020,2.0,16.0
117504.0,2017-2020,2.0,49.0
117505.0,2017-2020,2.0,36.0
117509.0,2017-2020,2.0,26.0
117513.0,2017-2020,2.0,48.0
117523.0,2017-2020,2.0,41.0
117531.0,2017-2020,2.0,32.0
117534.0,2017-2020,2.0,18.0
117543.0,2017-2020,2.0,31.0
117550.0,2017-2020,2.0,12.0
117556.0,2017-2020,2.0,39.0
117559.0,2017-2020,2.0,48.0
117571.0,2017-2020,2.0,41.0
117581.0,2017-2020,2.0,22.0
117584.0,2017-2020,2.0,13.0
117587.0,2017-2020,2.0,28.0
117595.0,2017-2020,2.0,35.0
117600.0,2017-2020,2.0,27.0
117606.0,2017-2020,2.0,33.0
117625.0,2017-2020,2.0,31.0
117628.0,2017-2020,2.0,39.0
117629.0,2017-2020,2.0,43.0
117637.0,2017-2020,2.0,36.0
117641.0,2017-2020,2.0,23.0
117644.0,2017-2020,2.0,30.0
117646.0,2017-2020,2.0,27.0
117647.0,2017-2020,2.0,32.0
117648.0,2017-2020,2.0,43.0
117658.0,2017-2020,2.0,15.0
117661.0,2017-2020,2.0,17.0
117662.0,2017-2020,2.0,38.0
117664.0,2017-2020,2.0,17.0
117671.0,2017-2020,2.0,48.0
117674.0,2017-2020,2.0,12.0
117676.0,2017-2020,2.0,45.0
117677.0,2017-2020,2.0,38.0
117684.0,2017-2020,2.0,16.0
117685.0,2017-2020,2.0,40.0
117687.0,2017-2020,2.0,45.0
117688.0,2017-2020,2.0,12.0
117689.0,2017-2020,2.0,14.0
117690.0,2017-2020,2.0,39.0
117697.0,2017-2020,2.0,19.0
117699.0,2017-2020,2.0,47.0
117707.0,2017-2020,2.0,38.0
117719.0,2017-2020,2.0,18.0
117725.0,2017-2020,2.0,28.0
117730.0,2017-2020,2.0,45.0
117735.0,2017-2020,2.0,31.0
117738.0,2017-2020,2.0,25.0
117741.0,2017-2020,2.0,13.0
117743.0,2017-2020,2.0,16.0
117752.0,2017-2020,2.0,33.0
117754.0,2017-2020,2.0,48.0
117756.0,2017-2020,2.0,17.0
117764.0,2017-2020,2.0,14.0
117770.0,2017-2020,2.0,12.0
117777.0,2017-2020,2.0,41.0
117778.0,2017-2020,2.0,44.0
117785.0,2017-2020,2.0,39.0
117795.0,2017-2020,2.0,31.0
117801.0,2017-2020,2.0,12.0
117805.0,2017-2020,2.0,16.0
117811.0,2017-2020,2.0,35.0
117824.0,2017-2020,2.0,38.0
117832.0,2017-2020,2.0,41.0
117840.0,2017-2020,2.0,35.0
117850.0,2017-2020,2.0,40.0
117851.0,2017-2020,2.0,19.0
117853.0,2017-2020,2.0,43.0
117857.0,2017-2020,2.0,44.0
117877.0,2017-2020,2.0,41.0
117885.0,2017-2020,2.0,41.0
117892.0,2017-2020,2.0,14.0
117896.0,2017-2020,2.0,15.0
117897.0,2017-2020,2.0,22.0
117899.0,2017-2020,2.0,17.0
117903.0,2017-2020,2.0,46.0
117907.0,2017-2020,2.0,21.0
117909.0,2017-2020,2.0,12.0
117915.0,2017-2020,2.0,48.0
117921.0,2017-2020,2.0,14.0
117923.0,2017-2020,2.0,41.0
117931.0,2017-2020,2.0,44.0
117935.0,2017-2020,2.0,15.0
117936.0,2017-2020,2.0,19.0
117937.0,2017-2020,2.0,29.0
117939.0,2017-2020,2.0,46.0
117941.0,2017-2020,2.0,33.0
117942.0,2017-2020,2.0,36.0
117946.0,2017-2020,2.0,38.0
117953.0,2017-2020,2.0,41.0
117966.0,2017-2020,2.0,26.0
117971.0,2017-2020,2.0,21.0
117974.0,2017-2020,2.0,39.0
117975.0,2017-2020,2.0,22.0
117990.0,2017-2020,2.0,34.0
117993.0,2017-2020,2.0,32.0
118000.0,2017-2020,2.0,43.0
118002.0,2017-2020,2.0,14.0
118006.0,2017-2020,2.0,19.0
118008.0,2017-2020,2.0,44.0
118018.0,2017-2020,2.0,31.0
118032.0,2017-2020,2.0,12.0
118035.0,2017-2020,2.0,49.0
118040.0,2017-2020,2.0,36.0
118049.0,2017-2020,2.0,19.0
118066.0,2017-2020,2.0,19.0
118069.0,2017-2020,2.0,28.0
118070.0,2017-2020,2.0,15.0
118075.0,2017-2020,2.0,26.0
118088.0,2017-2020,2.0,35.0
118118.0,2017-2020,2.0,46.0
118130.0,2017-2020,2.0,16.0
118133.0,2017-2020,2.0,12.0
118135.0,2017-2020,2.0,49.0
118147.0,2017-2020,2.0,30.0
118156.0,2017-2020,2.0,48.0
118171.0,2017-2020,2.0,30.0
118172.0,2017-2020,2.0,43.0
118176.0,2017-2020,2.0,18.0
118179.0,2017-2020,2.0,48.0
118181.0,2017-2020,2.0,17.0
118182.0,2017-2020,2.0,18.0
118185.0,2017-2020,2.0,32.0
118191.0,2017-2020,2.0,34.0
118199.0,2017-2020,2.0,22.0
118200.0,2017-2020,2.0,13.0
118205.0,2017-2020,2.0,44.0
118212.0,2017-2020,2.0,17.0
118220.0,2017-2020,2.0,39.0
118227.0,2017-2020,2.0,29.0
118232.0,2017-2020,2.0,25.0
118245.0,2017-2020,2.0,21.0
118253.0,2017-2020,2.0,47.0
118255.0,2017-2020,2.0,15.0
118257.0,2017-2020,2.0,32.0
118258.0,2017-2020,2.0,29.0
118259.0,2017-2020,2.0,20.0
118260.0,2017-2020,2.0,12.0
118263.0,2017-2020,2.0,38.0
118267.0,2017-2020,2.0,47.0
118269.0,2017-2020,2.0,40.0
118273.0,2017-2020,2.0,17.0
118276.0,2017-2020,2.0,31.0
118281.0,2017-2020,2.0,13.0
118283.0,2017-2020,2.0,37.0
118284.0,2017-2020,2.0,43.0
118286.0,2017-2020,2.0,45.0
118291.0,2017-2020,2.0,19.0
118292.0,2017-2020,2.0,41.0
118302.0,2017-2020,2.0,41.0
118306.0,2017-2020,2.0,24.0
118320.0,2017-2020,2.0,35.0
118325.0,2017-2020,2.0,15.0
118326.0,2017-2020,2.0,15.0
118332.0,2017-2020,2.0,19.0
118337.0,2017-2020,2.0,33.0
118340.0,2017-2020,2.0,34.0
118342.0,2017-2020,2.0,40.0
118344.0,2017-2020,2.0,45.0
118346.0,2017-2020,2.0,14.0
118349.0,2017-2020,2.0,48.0
118360.0,2017-2020,2.0,13.0
118366.0,2017-2020,2.0,13.0
118367.0,2017-2020,2.0,28.0
118369.0,2017-2020,2.0,42.0
118370.0,2017-2020,2.0,43.0
118373.0,2017-2020,2.0,19.0
118378.0,2017-2020,2.0,23.0
118385.0,2017-2020,2.0,39.0
118391.0,2017-2020,2.0,34.0
118392.0,2017-2020,2.0,13.0
118409.0,2017-2020,2.0,37.0
118410.0,2017-2020,2.0,17.0
118419.0,2017-2020,2.0,31.0
118423.0,2017-2020,2.0,41.0
118445.0,2017-2020,2.0,26.0
118454.0,2017-2020,2.0,19.0
118482.0,2017-2020,2.0,38.0
118488.0,2017-2020,2.0,35.0
118494.0,2017-2020,2.0,44.0
118495.0,2017-2020,2.0,31.0
118503.0,2017-2020,2.0,33.0
118514.0,2017-2020,2.0,48.0
118517.0,2017-2020,2.0,16.0
118518.0,2017-2020,2.0,39.0
118534.0,2017-2020,2.0,14.0
118544.0,2017-2020,2.0,33.0
118554.0,2017-2020,2.0,40.0
118570.0,2017-2020,2.0,16.0
118575.0,2017-2020,2.0,42.0
118580.0,2017-2020,2.0,25.0
118582.0,2017-2020,2.0,29.0
118586.0,2017-2020,2.0,37.0
118597.0,2017-2020,2.0,28.0
118606.0,2017-2020,2.0,32.0
118612.0,2017-2020,2.0,33.0
118621.0,2017-2020,2.0,46.0
118625.0,2017-2020,2.0,12.0
118628.0,2017-2020,2.0,44.0
118641.0,2017-2020,2.0,28.0
118642.0,2017-2020,2.0,14.0
118667.0,2017-2020,2.0,15.0
118669.0,2017-2020,2.0,38.0
118673.0,2017-2020,2.0,25.0
118674.0,2017-2020,2.0,14.0
118679.0,2017-2020,2.0,44.0
118682.0,2017-2020,2.0,40.0
118697.0,2017-2020,2.0,42.0
118701.0,2017-2020,2.0,45.0
118706.0,2017-2020,2.0,38.0
118711.0,2017-2020,2.0,34.0
118715.0,2017-2020,2.0,12.0
118717.0,2017-2020,2.0,14.0
118723.0,2017-2020,2.0,44.0
118725.0,2017-2020,2.0,37.0
118729.0,2017-2020,2.0,43.0
118737.0,2017-2020,2.0,26.0
118738.0,2017-2020,2.0,42.0
118746.0,2017-2020,2.0,21.0
118752.0,2017-2020,2.0,37.0
118756.0,2017-2020,2.0,29.0
118757.0,2017-2020,2.0,13.0
118759.0,2017-2020,2.0,34.0
118761.0,2017-2020,2.0,15.0
118762.0,2017-2020,2.0,34.0
118763.0,2017-2020,2.0,16.0
118766.0,2017-2020,2.0,37.0
118791.0,2017-2020,2.0,25.0
118798.0,2017-2020,2.0,12.0
118817.0,2017-2020,2.0,44.0
118828.0,2017-2020,2.0,16.0
118830.0,2017-2020,2.0,15.0
118840.0,2017-2020,2.0,23.0
118843.0,2017-2020,2.0,16.0
118848.0,2017-2020,2.0,17.0
118853.0,2017-2020,2.0,40.0
118858.0,2017-2020,2.0,35.0
118875.0,2017-2020,2.0,30.0
118879.0,2017-2020,2.0,36.0
118883.0,2017-2020,2.0,29.0
118895.0,2017-2020,2.0,32.0
118902.0,2017-2020,2.0,14.0
118909.0,2017-2020,2.0,16.0
118913.0,2017-2020,2.0,47.0
118926.0,2017-2020,2.0,28.0
118928.0,2017-2020,2.0,12.0
118930.0,2017-2020,2.0,24.0
118932.0,2017-2020,2.0,39.0
118938.0,2017-2020,2.0,24.0
118939.0,2017-2020,2.0,42.0
118942.0,2017-2020,2.0,30.0
118952.0,2017-2020,2.0,19.0
118977.0,2017-2020,2.0,45.0
118981.0,2017-2020,2.0,18.0
119005.0,2017-2020,2.0,27.0
119012.0,2017-2020,2.0,17.0
119018.0,2017-2020,2.0,12.0
119034.0,2017-2020,2.0,33.0
119043.0,2017-2020,2.0,49.0
119046.0,2017-2020,2.0,12.0
119051.0,2017-2020,2.0,17.0
119052.0,2017-2020,2.0,16.0
119053.0,2017-2020,2.0,49.0
119059.0,2017-2020,2.0,49.0
119066.0,2017-2020,2.0,24.0
119067.0,2017-2020,2.0,47.0
119070.0,2017-2020,2.0,25.0
119080.0,2017-2020,2.0,25.0
119085.0,2017-2020,2.0,43.0
119086.0,2017-2020,2.0,36.0
119093.0,2017-2020,2.0,12.0
119096.0,2017-2020,2.0,47.0
119097.0,2017-2020,2.0,40.0
119109.0,2017-2020,2.0,33.0
119110.0,2017-2020,2.0,14.0
119112.0,2017-2020,2.0,33.0
119125.0,2017-2020,2.0,15.0
119128.0,2017-2020,2.0,18.0
119129.0,2017-2020,2.0,14.0
119133.0,2017-2020,2.0,25.0
119137.0,2017-2020,2.0,13.0
119153.0,2017-2020,2.0,12.0
119156.0,2017-2020,2.0,22.0
119158.0,2017-2020,2.0,44.0
119161.0,2017-2020,2.0,29.0
119167.0,2017-2020,2.0,18.0
119174.0,2017-2020,2.0,16.0
119175.0,2017-2020,2.0,49.0
119183.0,2017-2020,2.0,25.0
119192.0,2017-2020,2.0,44.0
119198.0,2017-2020,2.0,17.0
119201.0,2017-2020,2.0,25.0
119204.0,2017-2020,2.0,16.0
119207.0,2017-2020,2.0,45.0
119210.0,2017-2020,2.0,48.0
119218.0,2017-2020,2.0,29.0
119227.0,2017-2020,2.0,20.0
119251.0,2017-2020,2.0,14.0
119268.0,2017-2020,2.0,12.0
119277.0,2017-2020,2.0,35.0
119283.0,2017-2020,2.0,30.0
119284.0,2017-2020,2.0,13.0
119303.0,2017-2020,2.0,16.0
119320.0,2017-2020,2.0,49.0
119326.0,2017-2020,2.0,48.0
119328.0,2017-2020,2.0,25.0
119334.0,2017-2020,2.0,24.0
119336.0,2017-2020,2.0,12.0
119354.0,2017-2020,2.0,34.0
119362.0,2017-2020,2.0,14.0
119375.0,2017-2020,2.0,31.0
119383.0,2017-2020,2.0,34.0
119385.0,2017-2020,2.0,43.0
119386.0,2017-2020,2.0,37.0
119388.0,2017-2020,2.0,12.0
119394.0,2017-2020,2.0,37.0
